model,mean_ms,std_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,throughput_images_per_s
resnet50,4.198081794500351,0.7126483773043234,4.022831916809082,5.1899265289306635,8.167084236145019,3.579040050506592,8.511103630065918,238.20402959038069
densenet121,10.673849028587341,1.543096062453635,10.23462438583374,14.04064970016479,18.472402038574216,9.18064022064209,20.384735107421875,93.68691624939983
transnext_tiny,27.452270681381226,3.4077627359354676,26.16755199432373,34.649138832092284,41.75998554229736,24.513856887817383,50.53084945678711,36.426859242584385
