tag,phase,model,dataset,level,axis,treatment,seed,val_acc,val_acc_mean,val_acc_std,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,epochs_run,runtime_s,status
final_C2_L4_resolution_densenet121_cifar10,C2,densenet121,cifar10,4,resolution,T3,42,0.44440001249313354,,,1,17.785358428955078,2.4716906547546387,0.7286491394042969,0.09208029508590698,22,1035.1719999997877,Complete
final_C2_L4_resolution_densenet121_mnist,C2,densenet121,mnist,4,resolution,T3,42,0.8227999806404114,,,1,13.894586563110352,1.1913241147994995,0.6452706456184387,0.06976142525672913,31,1478.75,Complete
final_C2_L4_resolution_resnet50_cifar10,C2,resnet50,cifar10,4,resolution,T3,42,0.4296000003814697,,,1,17.785358428955078,2.4716906547546387,0.7286491394042969,0.09208029508590698,19,592.3279999999795,Complete
final_C2_L4_resolution_resnet50_mnist,C2,resnet50,mnist,4,resolution,T3,42,0.8123999834060669,,,1,13.894586563110352,1.1913241147994995,0.6452706456184387,0.06976142525672913,26,835.530999999959,Complete
final_C2_L4_resolution_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,4,resolution,T3,42,0.4657999873161316,,,1,17.785358428955078,2.4716906547546387,0.7286491394042969,0.09208029508590698,20,3114.7340000001714,Complete
final_C2_L4_resolution_transnext_tiny_mnist,C2,transnext_tiny,mnist,4,resolution,T3,42,0.8173999786376953,,,1,13.894586563110352,1.1913241147994995,0.6452706456184387,0.06976142525672913,33,5153.062000000151,Complete
final_C2_L4_salt_pepper_densenet121_cifar10,C2,densenet121,cifar10,4,salt_pepper,T3,42,0.7929999828338623,,,1,14.28207778930664,0.8443660140037537,0.5158904790878296,0.04409470409154892,60,2859.3279999999795,Complete
final_C2_L4_salt_pepper_densenet121_mnist,C2,densenet121,mnist,4,salt_pepper,T3,42,0.9908000230789185,,,1,13.237933158874512,0.5960448384284973,0.6629997491836548,0.03421453759074211,35,1686.375,Complete
final_C2_L4_salt_pepper_resnet50_cifar10,C2,resnet50,cifar10,4,salt_pepper,T3,42,0.7785999774932861,,,1,14.28207778930664,0.8443660140037537,0.5158904790878296,0.04409470409154892,38,1208.9370000001509,Complete
final_C2_L4_salt_pepper_resnet50_mnist,C2,resnet50,mnist,4,salt_pepper,T3,42,0.9900000095367432,,,1,13.237933158874512,0.5960448384284973,0.6629997491836548,0.03421453759074211,29,947.6100000001024,Complete
final_C2_L4_salt_pepper_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,4,salt_pepper,T3,42,0.9156000018119812,,,1,14.28207778930664,0.8443660140037537,0.5158904790878296,0.04409470409154892,38,5932.2029999999795,Complete
final_C2_L4_salt_pepper_transnext_tiny_mnist,C2,transnext_tiny,mnist,4,salt_pepper,T3,42,0.9908000230789185,,,1,13.237933158874512,0.5960448384284973,0.6629997491836548,0.03421453759074211,16,2506.3279999999795,Complete
final_C2_L5_blur_densenet121_cifar10,C2,densenet121,cifar10,5,blur,T3,42,0.6460000276565552,,,1,18.92420768737793,2.455846071243286,0.7531248927116394,0.08408302813768387,37,2341.4839999999385,Complete
final_C2_L5_blur_densenet121_mnist,C2,densenet121,mnist,5,blur,T3,42,0.991599977016449,,,1,15.503748893737793,1.253564476966858,0.4959403872489929,0.08473744988441467,33,2111.25,Complete
final_C2_L5_blur_resnet50_cifar10,C2,resnet50,cifar10,5,blur,T3,42,0.5875999927520752,,,1,18.92420768737793,2.455846071243286,0.7531248927116394,0.08408302813768387,39,1848.0780000002123,Complete
final_C2_L5_blur_resnet50_mnist,C2,resnet50,mnist,5,blur,T3,42,0.9886000156402588,,,1,15.503748893737793,1.253564476966858,0.4959403872489929,0.08473744988441467,35,1679.0310000001919,Complete
final_C2_L5_blur_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,5,blur,T3,42,0.7103999853134155,,,1,18.92420768737793,2.455846071243286,0.7531248927116394,0.08408302813768387,40,6862.39000000013,Complete
final_C2_L5_blur_transnext_tiny_mnist,C2,transnext_tiny,mnist,5,blur,T3,42,0.9905999898910522,,,1,15.503748893737793,1.253564476966858,0.4959403872489929,0.08473744988441467,19,3266.2649999998976,Complete
final_C2_L5_resolution_densenet121_cifar10,C2,densenet121,cifar10,5,resolution,T3,42,0.30799999833106995,,,1,15.079986572265625,2.4907376766204834,0.6810494661331177,0.10804712772369385,27,1272.469000000041,Complete
final_C2_L5_resolution_densenet121_mnist,C2,densenet121,mnist,5,resolution,T3,42,0.45019999146461487,,,1,11.120914459228516,1.8049064874649048,0.5071371793746948,0.10736065357923508,23,1092.8910000000615,Complete
final_C2_L5_resolution_resnet50_cifar10,C2,resnet50,cifar10,5,resolution,T3,42,0.30160000920295715,,,1,15.079986572265625,2.4907376766204834,0.6810494661331177,0.10804712772369385,27,839.8279999999795,Complete
final_C2_L5_resolution_resnet50_mnist,C2,resnet50,mnist,5,resolution,T3,42,0.4553999900817871,,,1,11.120914459228516,1.8049064874649048,0.5071371793746948,0.10736065357923508,22,704.2650000001304,Complete
final_C2_L5_resolution_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,5,resolution,T3,42,0.305400013923645,,,1,15.079986572265625,2.4907376766204834,0.6810494661331177,0.10804712772369385,21,3262.3590000001714,Complete
final_C2_L5_resolution_transnext_tiny_mnist,C2,transnext_tiny,mnist,5,resolution,T3,42,0.4560000002384186,,,1,11.120914459228516,1.8049064874649048,0.5071371793746948,0.10736065357923508,34,5300.312999999849,Complete
final_C2_L5_salt_pepper_densenet121_cifar10,C2,densenet121,cifar10,5,salt_pepper,T3,42,0.7778000235557556,,,1,13.352895736694336,0.7394314408302307,0.4368789494037628,0.04474220797419548,60,2861.937999999849,Complete
final_C2_L5_salt_pepper_densenet121_mnist,C2,densenet121,mnist,5,salt_pepper,T3,42,0.9905999898910522,,,1,12.131564140319824,0.5293362140655518,0.5962540507316589,0.03499796986579895,35,1694.28199999989,Complete
final_C2_L5_salt_pepper_resnet50_cifar10,C2,resnet50,cifar10,5,salt_pepper,T3,42,0.7468000054359436,,,1,13.352895736694336,0.7394314408302307,0.4368789494037628,0.04474220797419548,53,1691.0780000002123,Complete
final_C2_L5_salt_pepper_resnet50_mnist,C2,resnet50,mnist,5,salt_pepper,T3,42,0.9900000095367432,,,1,12.131564140319824,0.5293362140655518,0.5962540507316589,0.03499796986579895,38,1227.2340000001714,Complete
final_C2_L5_salt_pepper_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,5,salt_pepper,T3,42,0.895799994468689,,,1,13.352895736694336,0.7394314408302307,0.4368789494037628,0.04474220797419548,30,4683.5160000000615,Complete
final_C2_L5_salt_pepper_transnext_tiny_mnist,C2,transnext_tiny,mnist,5,salt_pepper,T3,42,0.9908000230789185,,,1,12.131564140319824,0.5293362140655518,0.5962540507316589,0.03499796986579895,24,3761.4529999999795,Complete
final_C_L1_blur_densenet121_cifar10,C,densenet121,cifar10,1,blur,,42,0.9053999781608582,,,1,41.982208251953125,2.542469024658203,0.9832876920700073,0.006734228227287531,24,1334.594000000041,Complete
final_C_L1_blur_densenet121_mnist,C,densenet121,mnist,1,blur,,42,0.9905999898910522,,,1,36.552574157714844,1.4881840944290161,0.9759203195571899,0.00622783787548542,20,1118.2820000000065,Complete
final_C_L1_blur_resnet50_cifar10,C,resnet50,cifar10,1,blur,,42,0.9354000091552734,,,1,41.982208251953125,2.542469024658203,0.9832876920700073,0.006734228227287531,60,2337.8130000000237,Complete
final_C_L1_blur_resnet50_mnist,C,resnet50,mnist,1,blur,,42,0.9932000041007996,,,1,36.552574157714844,1.4881840944290161,0.9759203195571899,0.00622783787548542,31,1223.3129999999655,Complete
final_C_L1_blur_transnext_tiny_cifar10,C,transnext_tiny,cifar10,1,blur,,42,0.9765999913215637,,,1,41.982208251953125,2.542469024658203,0.9832876920700073,0.006734228227287531,15,2449.704000000027,Complete
final_C_L1_blur_transnext_tiny_mnist,C,transnext_tiny,mnist,1,blur,,42,0.9923999905586243,,,1,36.552574157714844,1.4881840944290161,0.9759203195571899,0.00622783787548542,27,4422.406000000017,Complete
final_C_L1_noise_densenet121_cifar10,C,densenet121,cifar10,1,noise,,42,0.88919997215271,,,1,28.600540161132812,0.41983097791671753,0.8405019640922546,0.020845919847488403,36,1637.015000000014,Complete
final_C_L1_noise_densenet121_mnist,C,densenet121,mnist,1,noise,,42,0.993399977684021,,,1,29.475852966308594,0.7353115081787109,0.6009330153465271,0.02735178731381893,27,1236.375,Complete
final_C_L1_noise_resnet50_cifar10,C,resnet50,cifar10,1,noise,,42,0.8913999795913696,,,1,28.600540161132812,0.41983097791671753,0.8405019640922546,0.020845919847488403,23,683.0779999999795,Complete
final_C_L1_noise_resnet50_mnist,C,resnet50,mnist,1,noise,,42,0.9909999966621399,,,1,29.475852966308594,0.7353115081787109,0.6009330153465271,0.02735178731381893,31,951.484000000055,Complete
final_C_L1_noise_transnext_tiny_cifar10,C,transnext_tiny,cifar10,1,noise,,42,0.9598000049591064,,,1,28.600540161132812,0.41983097791671753,0.8405019640922546,0.020845919847488403,27,4143.640000000014,Complete
final_C_L1_noise_transnext_tiny_mnist,C,transnext_tiny,mnist,1,noise,,42,0.991599977016449,,,1,29.475852966308594,0.7353115081787109,0.6009330153465271,0.02735178731381893,23,3544.0629999999655,Complete
final_C_L1_resolution_densenet121_cifar10,C,densenet121,cifar10,1,resolution,,42,0.8651999831199646,,,1,30.781888961791992,2.695894718170166,0.9167695641517639,0.03476459160447121,35,1559.094000000041,Complete
final_C_L1_resolution_densenet121_mnist,C,densenet121,mnist,1,resolution,,42,0.9922000169754028,,,1,27.17656898498535,1.5116242170333862,0.9269548654556274,0.01670055463910103,41,1876.9060000000172,Complete
final_C_L1_resolution_resnet50_cifar10,C,resnet50,cifar10,1,resolution,,42,0.8799999952316284,,,1,30.781888961791992,2.695894718170166,0.9167695641517639,0.03476459160447121,52,1508.0619999999763,Complete
final_C_L1_resolution_resnet50_mnist,C,resnet50,mnist,1,resolution,,42,0.9883999824523926,,,1,27.17656898498535,1.5116242170333862,0.9269548654556274,0.01670055463910103,13,388.2820000000065,Complete
final_C_L1_resolution_transnext_tiny_cifar10,C,transnext_tiny,cifar10,1,resolution,,42,0.9513999819755554,,,1,30.781888961791992,2.695894718170166,0.9167695641517639,0.03476459160447121,16,2453.375,Complete
final_C_L1_resolution_transnext_tiny_mnist,C,transnext_tiny,mnist,1,resolution,,42,0.9914000034332275,,,1,27.17656898498535,1.5116242170333862,0.9269548654556274,0.01670055463910103,29,4463.061999999976,Complete
final_C_L1_salt_pepper_densenet121_cifar10,C,densenet121,cifar10,1,salt_pepper,,42,0.9071999788284302,,,1,21.655563354492188,1.1003608703613281,0.8584103584289551,0.023474643006920815,37,1690.655999999959,Complete
final_C_L1_salt_pepper_densenet121_mnist,C,densenet121,mnist,1,salt_pepper,,42,0.9918000102043152,,,1,19.863862991333008,1.1951278448104858,0.8879556059837341,0.02219664305448532,27,1245.109000000055,Complete
final_C_L1_salt_pepper_resnet50_cifar10,C,resnet50,cifar10,1,salt_pepper,,42,0.90420001745224,,,1,21.655563354492188,1.1003608703613281,0.8584103584289551,0.023474643006920815,17,511.0,Complete
final_C_L1_salt_pepper_resnet50_mnist,C,resnet50,mnist,1,salt_pepper,,42,0.9908000230789185,,,1,19.863862991333008,1.1951278448104858,0.8879556059837341,0.02219664305448532,37,1151.796999999904,Complete
final_C_L1_salt_pepper_transnext_tiny_cifar10,C,transnext_tiny,cifar10,1,salt_pepper,,42,0.9728000164031982,,,1,21.655563354492188,1.1003608703613281,0.8584103584289551,0.023474643006920815,24,3690.780999999959,Complete
final_C_L1_salt_pepper_transnext_tiny_mnist,C,transnext_tiny,mnist,1,salt_pepper,,42,0.9900000095367432,,,1,19.863862991333008,1.1951278448104858,0.8879556059837341,0.02219664305448532,16,2471.0,Complete
final_C_L1_saturation_densenet121_cifar10,C,densenet121,cifar10,1,saturation,,42,0.91839998960495,,,1,36.44712829589844,2.3874619007110596,0.9746992588043213,0.009674963541328907,37,1708.3279999999795,Complete
final_C_L1_saturation_densenet121_mnist,C,densenet121,mnist,1,saturation,,42,0.9932000041007996,,,1,32.353492736816406,1.6432890892028809,0.9630127549171448,0.01046804804354906,28,1309.875,Complete
final_C_L1_saturation_resnet50_cifar10,C,resnet50,cifar10,1,saturation,,42,0.9205999970436096,,,1,36.44712829589844,2.3874619007110596,0.9746992588043213,0.009674963541328907,14,415.6720000000205,Complete
final_C_L1_saturation_resnet50_mnist,C,resnet50,mnist,1,saturation,,42,0.9894000291824341,,,1,32.353492736816406,1.6432890892028809,0.9630127549171448,0.01046804804354906,13,397.81299999996554,Complete
final_C_L1_saturation_transnext_tiny_cifar10,C,transnext_tiny,cifar10,1,saturation,,42,0.979200005531311,,,1,36.44712829589844,2.3874619007110596,0.9746992588043213,0.009674963541328907,17,2621.3130000000237,Complete
final_C_L1_saturation_transnext_tiny_mnist,C,transnext_tiny,mnist,1,saturation,,42,0.9936000108718872,,,1,32.353492736816406,1.6432890892028809,0.9630127549171448,0.01046804804354906,30,4640.453000000038,Complete
final_C_L2_blur_densenet121_cifar10,C,densenet121,cifar10,2,blur,,42,0.9039999842643738,,,1,33.575157165527344,2.5864248275756836,0.9518495798110962,0.020485982298851013,44,2489.4689999999828,Complete
final_C_L2_blur_densenet121_mnist,C,densenet121,mnist,2,blur,,42,0.993399977684021,,,1,29.670940399169922,1.206032156944275,0.9390783309936523,0.012447412125766277,24,1366.5929999999935,Complete
final_C_L2_blur_resnet50_cifar10,C,resnet50,cifar10,2,blur,,42,0.8988000154495239,,,1,33.575157165527344,2.5864248275756836,0.9518495798110962,0.020485982298851013,17,679.1560000000172,Complete
final_C_L2_blur_resnet50_mnist,C,resnet50,mnist,2,blur,,42,0.9914000034332275,,,1,29.670940399169922,1.206032156944275,0.9390783309936523,0.012447412125766277,24,964.7030000000377,Complete
final_C_L2_blur_transnext_tiny_cifar10,C,transnext_tiny,cifar10,2,blur,,42,0.9724000096321106,,,1,33.575157165527344,2.5864248275756836,0.9518495798110962,0.020485982298851013,14,2296.359999999986,Complete
final_C_L2_blur_transnext_tiny_mnist,C,transnext_tiny,mnist,2,blur,,42,0.9896000027656555,,,1,29.670940399169922,1.206032156944275,0.9390783309936523,0.012447412125766277,17,2794.2030000000377,Complete
final_C_L2_noise_densenet121_cifar10,C,densenet121,cifar10,2,noise,,42,0.8363999724388123,,,1,23.339492797851562,0.36355552077293396,0.6418746709823608,0.03796744719147682,39,1769.0310000000754,Complete
final_C_L2_noise_densenet121_mnist,C,densenet121,mnist,2,noise,,42,0.9926000237464905,,,1,25.3553524017334,0.2997320294380188,0.47979599237442017,0.03303335979580879,25,1155.9370000000345,Complete
final_C_L2_noise_resnet50_cifar10,C,resnet50,cifar10,2,noise,,42,0.847000002861023,,,1,23.339492797851562,0.36355552077293396,0.6418746709823608,0.03796744719147682,20,599.109999999986,Complete
final_C_L2_noise_resnet50_mnist,C,resnet50,mnist,2,noise,,42,0.991599977016449,,,1,25.3553524017334,0.2997320294380188,0.47979599237442017,0.03303335979580879,26,790.765999999945,Complete
final_C_L2_noise_transnext_tiny_cifar10,C,transnext_tiny,cifar10,2,noise,,42,0.9333999752998352,,,1,23.339492797851562,0.36355552077293396,0.6418746709823608,0.03796744719147682,19,2913.7970000000205,Complete
final_C_L2_noise_transnext_tiny_mnist,C,transnext_tiny,mnist,2,noise,,42,0.9927999973297119,,,1,25.3553524017334,0.2997320294380188,0.47979599237442017,0.03303335979580879,32,4927.1879999999655,Complete
final_C_L2_resolution_densenet121_cifar10,C,densenet121,cifar10,2,resolution,,42,0.7960000038146973,,,1,25.328777313232422,2.6504807472229004,0.8454626798629761,0.05992923304438591,52,2361.625,Complete
final_C_L2_resolution_densenet121_mnist,C,densenet121,mnist,2,resolution,,42,0.9861999750137329,,,1,21.045900344848633,1.582413911819458,0.8473184704780579,0.03580872714519501,52,2386.0,Complete
final_C_L2_resolution_resnet50_cifar10,C,resnet50,cifar10,2,resolution,,42,0.7897999882698059,,,1,25.328777313232422,2.6504807472229004,0.8454626798629761,0.05992923304438591,22,639.9220000000205,Complete
final_C_L2_resolution_resnet50_mnist,C,resnet50,mnist,2,resolution,,42,0.9850000143051147,,,1,21.045900344848633,1.582413911819458,0.8473184704780579,0.03580872714519501,37,1103.6410000000033,Complete
final_C_L2_resolution_transnext_tiny_cifar10,C,transnext_tiny,cifar10,2,resolution,,42,0.8862000107765198,,,1,25.328777313232422,2.6504807472229004,0.8454626798629761,0.05992923304438591,20,3068.045999999973,Complete
final_C_L2_resolution_transnext_tiny_mnist,C,transnext_tiny,mnist,2,resolution,,42,0.9807999730110168,,,1,21.045900344848633,1.582413911819458,0.8473184704780579,0.03580872714519501,20,3077.609999999986,Complete
final_C_L2_salt_pepper_densenet121_cifar10,C,densenet121,cifar10,2,salt_pepper,,42,0.8898000121116638,,,1,18.614337921142578,0.8729439973831177,0.7545133829116821,0.0316510945558548,45,2060.2810000000754,Complete
final_C_L2_salt_pepper_densenet121_mnist,C,densenet121,mnist,2,salt_pepper,,42,0.9914000034332275,,,1,16.933563232421875,0.9559600949287415,0.8195873498916626,0.029703263193368912,41,1897.2029999999795,Complete
final_C_L2_salt_pepper_resnet50_cifar10,C,resnet50,cifar10,2,salt_pepper,,42,0.8992000222206116,,,1,18.614337921142578,0.8729439973831177,0.7545133829116821,0.0316510945558548,33,999.234999999986,Complete
final_C_L2_salt_pepper_resnet50_mnist,C,resnet50,mnist,2,salt_pepper,,42,0.989799976348877,,,1,16.933563232421875,0.9559600949287415,0.8195873498916626,0.029703263193368912,27,834.265000000014,Complete
final_C_L2_salt_pepper_transnext_tiny_cifar10,C,transnext_tiny,cifar10,2,salt_pepper,,42,0.9660000205039978,,,1,18.614337921142578,0.8729439973831177,0.7545133829116821,0.0316510945558548,15,2305.2660000000615,Complete
final_C_L2_salt_pepper_transnext_tiny_mnist,C,transnext_tiny,mnist,2,salt_pepper,,42,0.991599977016449,,,1,16.933563232421875,0.9559600949287415,0.8195873498916626,0.029703263193368912,46,7093.594000000041,Complete
final_C_L2_saturation_densenet121_cifar10,C,densenet121,cifar10,2,saturation,,42,0.9142000079154968,,,1,31.342334747314453,3.4164483547210693,0.9684880375862122,0.014231082983314991,41,1897.2970000000205,Complete
final_C_L2_saturation_densenet121_mnist,C,densenet121,mnist,2,saturation,,42,0.9923999905586243,,,1,32.35470199584961,1.643362283706665,0.9630130529403687,0.01046779751777649,22,1030.8119999999763,Complete
final_C_L2_saturation_resnet50_cifar10,C,resnet50,cifar10,2,saturation,,42,0.9282000064849854,,,1,31.342334747314453,3.4164483547210693,0.9684880375862122,0.014231082983314991,14,419.65600000001723,Complete
final_C_L2_saturation_resnet50_mnist,C,resnet50,mnist,2,saturation,,42,0.9918000102043152,,,1,32.35470199584961,1.643362283706665,0.9630130529403687,0.01046779751777649,21,642.1879999999655,Complete
final_C_L2_saturation_transnext_tiny_cifar10,C,transnext_tiny,cifar10,2,saturation,,42,0.9778000116348267,,,1,31.342334747314453,3.4164483547210693,0.9684880375862122,0.014231082983314991,13,1998.469000000041,Complete
final_C_L2_saturation_transnext_tiny_mnist,C,transnext_tiny,mnist,2,saturation,,42,0.9896000027656555,,,1,32.35470199584961,1.643362283706665,0.9630130529403687,0.01046779751777649,14,2158.875,Complete
final_C_L3_blur_densenet121_cifar10,C,densenet121,cifar10,3,blur,,42,0.8644000291824341,,,1,27.223888397216797,2.535698890686035,0.8847867846488953,0.044936876744031906,36,2083.2030000000377,Complete
final_C_L3_blur_densenet121_mnist,C,densenet121,mnist,3,blur,,42,0.9896000027656555,,,1,22.34144401550293,1.198505163192749,0.8194273710250854,0.03654605522751808,23,1341.1410000000033,Complete
final_C_L3_blur_resnet50_cifar10,C,resnet50,cifar10,3,blur,,42,0.8677999973297119,,,1,27.223888397216797,2.535698890686035,0.8847867846488953,0.044936876744031906,31,1280.7339999999967,Complete
final_C_L3_blur_resnet50_mnist,C,resnet50,mnist,3,blur,,42,0.9918000102043152,,,1,22.34144401550293,1.198505163192749,0.8194273710250854,0.03654605522751808,31,1291.5310000000172,Complete
final_C_L3_blur_transnext_tiny_cifar10,C,transnext_tiny,cifar10,3,blur,,42,0.9495999813079834,,,1,27.223888397216797,2.535698890686035,0.8847867846488953,0.044936876744031906,15,2476.234000000055,Complete
final_C_L3_blur_transnext_tiny_mnist,C,transnext_tiny,mnist,3,blur,,42,0.9914000034332275,,,1,22.34144401550293,1.198505163192749,0.8194273710250854,0.03654605522751808,22,3646.421999999904,Complete
final_C_L3_noise_densenet121_cifar10,C,densenet121,cifar10,3,noise,,42,0.7954000234603882,,,1,20.11908531188965,0.4165133535861969,0.48854246735572815,0.04692786559462547,34,1545.890999999945,Complete
final_C_L3_noise_densenet121_mnist,C,densenet121,mnist,3,noise,,42,0.9923999905586243,,,1,22.232688903808594,0.21163788437843323,0.41287311911582947,0.0333477258682251,42,1925.0779999999795,Complete
final_C_L3_noise_resnet50_cifar10,C,resnet50,cifar10,3,noise,,42,0.7806000113487244,,,1,20.11908531188965,0.4165133535861969,0.48854246735572815,0.04692786559462547,17,507.43799999996554,Complete
final_C_L3_noise_resnet50_mnist,C,resnet50,mnist,3,noise,,42,0.9909999966621399,,,1,22.232688903808594,0.21163788437843323,0.41287311911582947,0.0333477258682251,25,765.9070000000065,Complete
final_C_L3_noise_transnext_tiny_cifar10,C,transnext_tiny,cifar10,3,noise,,42,0.8939999938011169,,,1,20.11908531188965,0.4165133535861969,0.48854246735572815,0.04692786559462547,16,2456.7970000000205,Complete
final_C_L3_noise_transnext_tiny_mnist,C,transnext_tiny,mnist,3,noise,,42,0.9923999905586243,,,1,22.232688903808594,0.21163788437843323,0.41287311911582947,0.0333477258682251,32,4928.844000000041,Complete
final_C_L3_resolution_densenet121_cifar10,C,densenet121,cifar10,3,resolution,,42,0.676800012588501,,,1,21.754364013671875,2.637774705886841,0.7844178676605225,0.07898879796266556,19,862.75,Complete
final_C_L3_resolution_densenet121_mnist,C,densenet121,mnist,3,resolution,,42,0.9359999895095825,,,1,16.37200164794922,1.229188084602356,0.7302846908569336,0.054802484810352325,53,2442.6880000000237,Complete
final_C_L3_resolution_resnet50_cifar10,C,resnet50,cifar10,3,resolution,,42,0.6845999956130981,,,1,21.754364013671875,2.637774705886841,0.7844178676605225,0.07898879796266556,23,670.1720000000205,Complete
final_C_L3_resolution_resnet50_mnist,C,resnet50,mnist,3,resolution,,42,0.9348000288009644,,,1,16.37200164794922,1.229188084602356,0.7302846908569336,0.054802484810352325,49,1464.2970000000205,Complete
final_C_L3_resolution_transnext_tiny_cifar10,C,transnext_tiny,cifar10,3,resolution,,42,0.7964000105857849,,,1,21.754364013671875,2.637774705886841,0.7844178676605225,0.07898879796266556,37,5653.406000000017,Complete
final_C_L3_resolution_transnext_tiny_mnist,C,transnext_tiny,mnist,3,resolution,,42,0.9247999787330627,,,1,16.37200164794922,1.229188084602356,0.7302846908569336,0.054802484810352325,16,2454.984999999986,Complete
final_C_L3_salt_pepper_densenet121_cifar10,C,densenet121,cifar10,3,salt_pepper,,42,0.8795999884605408,,,1,16.383773803710938,0.7016091346740723,0.6348656415939331,0.03523065522313118,49,2236.686999999918,Complete
final_C_L3_salt_pepper_densenet121_mnist,C,densenet121,mnist,3,salt_pepper,,42,0.9905999898910522,,,1,14.693042755126953,0.7135916352272034,0.7361297607421875,0.032651569694280624,46,2126.625,Complete
final_C_L3_salt_pepper_resnet50_cifar10,C,resnet50,cifar10,3,salt_pepper,,42,0.8651999831199646,,,1,16.383773803710938,0.7016091346740723,0.6348656415939331,0.03523065522313118,18,545.5320000000065,Complete
final_C_L3_salt_pepper_resnet50_mnist,C,resnet50,mnist,3,salt_pepper,,42,0.9887999892234802,,,1,14.693042755126953,0.7135916352272034,0.7361297607421875,0.032651569694280624,31,971.2029999999795,Complete
final_C_L3_salt_pepper_transnext_tiny_cifar10,C,transnext_tiny,cifar10,3,salt_pepper,,42,0.954800009727478,,,1,16.383773803710938,0.7016091346740723,0.6348656415939331,0.03523065522313118,13,1998.844000000041,Complete
final_C_L3_salt_pepper_transnext_tiny_mnist,C,transnext_tiny,mnist,3,salt_pepper,,42,0.9882000088691711,,,1,14.693042755126953,0.7135916352272034,0.7361297607421875,0.032651569694280624,18,2778.3279999999795,Complete
final_C_L3_saturation_densenet121_cifar10,C,densenet121,cifar10,3,saturation,,42,0.9165999889373779,,,1,27.94279670715332,4.2279229164123535,0.9583484530448914,0.022430675104260445,45,2068.9530000000377,Complete
final_C_L3_saturation_densenet121_mnist,C,densenet121,mnist,3,saturation,,42,0.9926000237464905,,,1,32.355709075927734,1.6434228420257568,0.9630131721496582,0.010467806831002235,37,1727.2189999999828,Complete
final_C_L3_saturation_resnet50_cifar10,C,resnet50,cifar10,3,saturation,,42,0.925599992275238,,,1,27.94279670715332,4.2279229164123535,0.9583484530448914,0.022430675104260445,17,509.78100000001723,Complete
final_C_L3_saturation_resnet50_mnist,C,resnet50,mnist,3,saturation,,42,0.9936000108718872,,,1,32.355709075927734,1.6434228420257568,0.9630131721496582,0.010467806831002235,19,580.5619999999763,Complete
final_C_L3_saturation_transnext_tiny_cifar10,C,transnext_tiny,cifar10,3,saturation,,42,0.9753999710083008,,,1,27.94279670715332,4.2279229164123535,0.9583484530448914,0.022430675104260445,14,2158.280999999959,Complete
final_C_L3_saturation_transnext_tiny_mnist,C,transnext_tiny,mnist,3,saturation,,42,0.9918000102043152,,,1,32.355709075927734,1.6434228420257568,0.9630131721496582,0.010467806831002235,22,3402.3279999999795,Complete
final_C_L4_blur_densenet121_cifar10,C,densenet121,cifar10,4,blur,,42,0.8203999996185303,,,1,23.633243560791016,2.5236971378326416,0.8216713070869446,0.06562981009483337,41,2448.6560000000172,Complete
final_C_L4_blur_densenet121_mnist,C,densenet121,mnist,4,blur,,42,0.9927999973297119,,,1,18.180816650390625,1.1865705251693726,0.674399733543396,0.06240999698638916,44,2643.9689999999828,Complete
final_C_L4_blur_resnet50_cifar10,C,resnet50,cifar10,4,blur,,42,0.8145999908447266,,,1,23.633243560791016,2.5236971378326416,0.8216713070869446,0.06562981009483337,44,1881.6719999999623,Complete
final_C_L4_blur_resnet50_mnist,C,resnet50,mnist,4,blur,,42,0.9919999837875366,,,1,18.180816650390625,1.1865705251693726,0.674399733543396,0.06240999698638916,34,1477.7649999999558,Complete
final_C_L4_blur_transnext_tiny_cifar10,C,transnext_tiny,cifar10,4,blur,,42,0.9088000059127808,,,1,23.633243560791016,2.5236971378326416,0.8216713070869446,0.06562981009483337,29,4852.671999999904,Complete
final_C_L4_blur_transnext_tiny_mnist,C,transnext_tiny,mnist,4,blur,,42,0.9927999973297119,,,1,18.180816650390625,1.1865705251693726,0.674399733543396,0.06240999698638916,36,6032.859000000055,Complete
final_C_L4_noise_densenet121_cifar10,C,densenet121,cifar10,4,noise,,42,0.7505999803543091,,,1,17.870250701904297,0.43945324420928955,0.3810991048812866,0.049518898129463196,36,1626.6720000000205,Complete
final_C_L4_noise_densenet121_mnist,C,densenet121,mnist,4,noise,,42,0.993399977684021,,,1,19.858911514282227,0.19559316337108612,0.3662882447242737,0.0320708230137825,42,1926.125,Complete
final_C_L4_noise_resnet50_cifar10,C,resnet50,cifar10,4,noise,,42,0.7275999784469604,,,1,17.870250701904297,0.43945324420928955,0.3810991048812866,0.049518898129463196,15,445.76500000001397,Complete
final_C_L4_noise_resnet50_mnist,C,resnet50,mnist,4,noise,,42,0.9909999966621399,,,1,19.858911514282227,0.19559316337108612,0.3662882447242737,0.0320708230137825,27,825.7029999999795,Complete
final_C_L4_noise_transnext_tiny_cifar10,C,transnext_tiny,cifar10,4,noise,,42,0.8597999811172485,,,1,17.870250701904297,0.43945324420928955,0.3810991048812866,0.049518898129463196,15,2302.030999999959,Complete
