tag,phase,model,dataset,level,axis,treatment,seed,val_acc,val_acc_mean,val_acc_std,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,epochs_run,runtime_s,status
final_C2_L3_resolution_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,3,resolution,T3,42,0.5824000239372253,,,1,19.34112548828125,2.649899959564209,0.763430118560791,0.0822787880897522,24,3727.0779999999795,Complete
final_C2_L3_resolution_transnext_tiny_mnist,C2,transnext_tiny,mnist,3,resolution,T3,42,0.9394000172615051,,,1,16.372180938720703,1.2291581630706787,0.7302854657173157,0.05480213090777397,38,5924.40699999989,Complete
final_C2_L3_salt_pepper_densenet121_cifar10,C2,densenet121,cifar10,3,salt_pepper,T3,42,0.805400013923645,,,1,15.4623441696167,1.0309724807739258,0.6087185144424438,0.043637752532958984,36,1725.0620000001509,Complete
final_C2_L3_salt_pepper_densenet121_mnist,C2,densenet121,mnist,3,salt_pepper,T3,42,0.9919999837875366,,,1,14.693066596984863,0.7136021256446838,0.7361279129981995,0.032651469111442566,40,1936.7030000002123,Complete
final_C2_L3_salt_pepper_resnet50_cifar10,C2,resnet50,cifar10,3,salt_pepper,T3,42,0.8348000049591064,,,1,15.4623441696167,1.0309724807739258,0.6087185144424438,0.043637752532958984,60,1916.0,Complete
final_C2_L3_salt_pepper_resnet50_mnist,C2,resnet50,mnist,3,salt_pepper,T3,42,0.9918000102043152,,,1,14.693066596984863,0.7136021256446838,0.7361279129981995,0.032651469111442566,35,1143.186999999918,Complete
final_C2_L3_salt_pepper_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,3,salt_pepper,T3,42,0.9351999759674072,,,1,15.4623441696167,1.0309724807739258,0.6087185144424438,0.043637752532958984,48,7509.10999999987,Complete
final_C2_L3_salt_pepper_transnext_tiny_mnist,C2,transnext_tiny,mnist,3,salt_pepper,T3,42,0.9919999837875366,,,1,14.693066596984863,0.7136021256446838,0.7361279129981995,0.032651469111442566,22,3454.9529999999795,Complete
final_C2_L4_blur_densenet121_cifar10,C2,densenet121,cifar10,4,blur,T3,42,0.7490000128746033,,,1,20.432926177978516,2.7697925567626953,0.7977003455162048,0.07130687683820724,40,2449.4849999998696,Complete
final_C2_L4_blur_densenet121_mnist,C2,densenet121,mnist,4,blur,T3,42,0.9937999844551086,,,1,18.18025016784668,1.1865499019622803,0.6744004487991333,0.06241026520729065,56,3450.6090000001714,Complete
final_C2_L4_blur_resnet50_cifar10,C2,resnet50,cifar10,4,blur,T3,42,0.7167999744415283,,,1,20.432926177978516,2.7697925567626953,0.7977003455162048,0.07130687683820724,23,1038.0779999999795,Complete
final_C2_L4_blur_resnet50_mnist,C2,resnet50,mnist,4,blur,T3,42,0.9932000041007996,,,1,18.18025016784668,1.1865499019622803,0.6744004487991333,0.06241026520729065,56,2571.2029999999795,Complete
final_C2_L4_blur_transnext_tiny_cifar10,C2,transnext_tiny,cifar10,4,blur,T3,42,0.8802000284194946,,,1,20.432926177978516,2.7697925567626953,0.7977003455162048,0.07130687683820724,60,10192.889999999898,Complete
final_C2_L4_blur_transnext_tiny_mnist,C2,transnext_tiny,mnist,4,blur,T3,42,0.9947999715805054,,,1,18.18025016784668,1.1865499019622803,0.6744004487991333,0.06241026520729065,37,6282.7660000000615,Complete
